138,83,13,2019-06-10 20:15:11.804450
80,81,74,2019-06-10 20:15:19.712012
79,80,83,2019-06-10 20:15:21.693145
114,158,48,2019-06-10 20:15:26.488549
120,106,110,2019-06-10 20:15:32.756500
51,53,48,2019-06-10 20:15:35.045888
0,82,21,2019-06-10 20:15:38.929663
97,99,138,2019-06-10 20:15:41.845819
84,26,141,2019-06-10 20:15:45.426285
110,35,88,2019-06-10 20:15:48.641757
98,21,59,2019-06-10 20:15:52.478175
128,20,158,2019-06-10 20:15:55.266956
57,29,122,2019-06-10 20:15:58.100652
146,38,32,2019-06-10 20:16:00.706632
122,126,24,2019-06-10 20:16:03.504730
117,5,121,2019-06-10 20:16:05.360200
152,13,136,2019-06-10 20:16:07.537753
154,157,119,2019-06-10 20:16:09.209691
75,81,126,2019-06-10 20:16:11.483067
29,143,164,2019-06-10 20:16:15.666231
102,87,3,2019-06-10 20:16:20.097658
91,5,120,2019-06-10 20:16:22.405720
99,90,76,2019-06-10 20:16:24.269915
34,3,151,2019-06-10 20:16:29.467158
162,1,135,2019-06-10 20:16:33.109828
93,104,118,2019-06-10 20:16:38.361025
68,133,122,2019-06-10 20:16:40.167742
28,133,69,2019-06-10 20:16:42.454370
25,89,116,2019-06-10 20:16:45.026917
58,125,139,2019-06-10 20:16:47.972884
62,11,147,2019-06-10 20:16:50.862827
64,36,122,2019-06-10 20:16:54.056713
12,111,54,2019-06-10 20:16:56.170760
54,25,57,2019-06-10 20:17:01.443705
121,64,92,2019-06-10 20:17:04.156995
56,105,75,2019-06-10 20:17:07.931335
31,123,124,2019-06-10 20:17:10.338755
63,146,54,2019-06-10 20:17:13.357850
86,52,69,2019-06-10 20:17:17.521668
86,18,62,2019-06-10 20:17:21.287614
160,33,125,2019-06-10 20:17:23.441732
66,122,143,2019-06-10 20:17:26.114221
99,84,168,2019-06-10 20:17:29.191628
76,142,105,2019-06-10 20:17:31.684111
83,19,139,2019-06-10 20:17:35.170885
134,122,54,2019-06-10 20:17:37.532941
108,8,65,2019-06-10 20:17:40.857911
67,51,14,2019-06-10 20:17:43.462718
148,22,99,2019-06-10 20:17:46.104932
69,13,42,2019-06-10 20:17:51.783168
51,90,56,2019-06-10 20:17:53.700073
47,33,116,2019-06-10 20:17:55.798059
38,85,113,2019-06-10 20:17:58.207755
120,158,64,2019-06-10 20:18:01.046010
114,43,18,2019-06-10 20:18:03.040490
76,34,16,2019-06-10 20:18:05.698843
100,159,34,2019-06-10 20:18:11.613475
155,102,70,2019-06-10 20:18:17.638508
162,65,128,2019-06-10 20:18:20.471611
38,135,72,2019-06-10 20:18:23.275140
37,87,34,2019-06-10 20:18:25.573680
22,19,134,2019-06-10 20:18:28.690429
45,21,156,2019-06-10 20:18:31.341448
52,167,70,2019-06-10 20:18:35.611108
162,68,161,2019-06-10 20:18:38.808485
25,81,120,2019-06-10 20:18:43.057038
141,64,130,2019-06-10 20:18:45.556933
88,89,74,2019-06-10 20:18:48.558325
100,62,58,2019-06-10 20:18:53.637584
118,148,135,2019-06-10 20:18:56.844728
36,167,144,2019-06-10 20:19:00.898157
45,111,17,2019-06-10 20:19:03.315869
68,51,148,2019-06-10 20:19:06.531907
22,166,29,2019-06-10 20:19:13.089774
121,10,35,2019-06-10 20:19:15.860042
45,92,146,2019-06-10 20:19:18.797495
69,103,165,2019-06-10 20:19:22.588811
59,138,89,2019-06-10 20:19:27.234304
54,20,86,2019-06-10 20:19:33.051597
28,38,144,2019-06-10 20:19:36.616681
29,85,106,2019-06-10 20:19:44.235460
107,52,81,2019-06-10 20:19:49.499207
167,142,20,2019-06-10 20:19:52.198414
69,8,123,2019-06-10 20:19:54.217944
104,109,8,2019-06-10 20:19:56.338465
147,71,91,2019-06-10 20:19:58.467782
29,125,22,2019-06-10 20:20:00.796431
65,110,91,2019-06-10 20:20:04.167450
150,127,95,2019-06-10 20:20:07.023810
127,129,119,2019-06-10 20:20:12.500154
94,125,163,2019-06-10 20:20:15.699494
59,127,68,2019-06-10 20:20:20.165292
130,166,59,2019-06-10 20:20:22.875239
47,151,11,2019-06-10 20:20:27.910849
149,103,74,2019-06-10 20:20:30.660885
65,27,26,2019-06-10 20:20:32.997018
11,149,0,2019-06-10 20:20:35.926394
61,131,57,2019-06-10 20:20:38.187270
162,45,7,2019-06-10 20:20:44.850008
96,115,126,2019-06-10 20:20:47.562897
91,61,21,2019-06-10 20:20:52.076593
67,80,104,2019-06-10 20:20:54.722062
9,122,66,2019-06-10 20:20:59.542563
142,2,24,2019-06-10 20:21:02.940103
39,125,69,2019-06-10 20:21:07.000664
77,118,133,2019-06-10 20:21:09.307287
62,105,79,2019-06-10 20:21:12.257558
138,163,6,2019-06-10 20:21:14.397129
68,25,156,2019-06-10 20:21:16.645351
27,81,9,2019-06-10 20:21:18.807077
0,125,114,2019-06-10 20:21:21.276936
87,168,79,2019-06-10 20:21:24.695585
128,95,25,2019-06-10 20:21:28.069972
47,124,141,2019-06-10 20:21:32.279002
43,12,60,2019-06-10 20:21:34.744404
47,82,73,2019-06-10 20:21:42.278232
77,21,133,2019-06-10 20:21:47.335231
67,97,162,2019-06-10 20:21:50.649457
47,58,94,2019-06-10 20:21:54.074819
59,155,41,2019-06-10 20:21:59.480231
86,148,139,2019-06-10 20:22:01.845728
93,135,72,2019-06-10 20:22:07.892497
46,83,49,2019-06-10 20:22:11.012199
33,111,107,2019-06-10 20:22:13.855650
22,17,163,2019-06-10 20:22:18.251308
102,6,146,2019-06-10 20:22:21.374450
12,110,74,2019-06-10 20:22:24.389885
156,73,94,2019-06-10 20:22:26.725493
141,20,129,2019-06-10 20:22:29.783024
70,100,24,2019-06-10 20:22:35.734521
17,147,102,2019-06-10 20:22:38.581362
71,125,166,2019-06-10 20:22:41.597816
39,103,38,2019-06-10 20:22:43.605609
65,61,120,2019-06-10 20:22:46.051890
33,51,96,2019-06-10 20:22:48.007625
119,21,164,2019-06-10 20:22:53.849245
152,23,64,2019-06-10 20:22:55.767728
31,121,143,2019-06-10 20:23:00.142832
59,137,23,2019-06-10 20:23:02.356908
78,4,7,2019-06-10 20:23:08.324776
146,140,58,2019-06-10 20:23:10.682488
113,83,119,2019-06-10 20:23:17.190574
114,121,4,2019-06-10 20:23:20.162895
101,131,85,2019-06-10 20:23:24.221777
158,14,122,2019-06-10 20:23:26.928751
99,165,83,2019-06-10 20:23:29.136134
31,126,1,2019-06-10 20:23:32.288790
