,alg_id,alg_label,context,context_type,exp_uid,left_id,network_delay,participant_uid,query_uid,response_time,right_id,target_left,target_right,target_winner,timestamp_answer_received,timestamp_query_generated,winner_id
517,BR_Random,BR_Random,https://banditsbucket.s3-us-west-2.amazonaws.com/CYA_3D_Cylinder_edit.jpeg,image,602c168468300675783bef75294459,112,0.231901,602c168468300675783bef75294459_HFtWkmFh1YgNvwVepMC9VCSBB24dhM,11d2db8f8562484ba10914a2249ed59d,0.654,93,http://clintsbucket.s3.amazonaws.com/DAM3D041_F_CYDedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D033_T_CYDedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D033_T_CYDedit.jpeg,2019-07-13 17:47:48.777600,2019-07-13 17:47:47.891699,93
518,BR_Random,BR_Random,https://banditsbucket.s3-us-west-2.amazonaws.com/CYA_3D_Cylinder_edit.jpeg,image,602c168468300675783bef75294459,171,0.203793,602c168468300675783bef75294459_HFtWkmFh1YgNvwVepMC9VCSBB24dhM,cda3a28feec17ed725e2a2c3057ba665,1.518,19,http://clintsbucket.s3.amazonaws.com/DAM3D066_F_CYDedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D007_F_CYAedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D066_F_CYDedit.jpeg,2019-07-13 17:47:50.884692,2019-07-13 17:47:49.162899,171
519,BR_Random,BR_Random,https://banditsbucket.s3-us-west-2.amazonaws.com/CYA_3D_Cylinder_edit.jpeg,image,602c168468300675783bef75294459,114,0.283419,602c168468300675783bef75294459_HFtWkmFh1YgNvwVepMC9VCSBB24dhM,45d15daaa281240e7dc504ae137ba55f,0.798,43,http://clintsbucket.s3.amazonaws.com/DAM3D041_T_CYAedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D017_F_CYAedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D017_F_CYAedit.jpeg,2019-07-13 17:47:52.358348,2019-07-13 17:47:51.276929,43
520,BR_Random,BR_Random,https://banditsbucket.s3-us-west-2.amazonaws.com/CYA_3D_Cylinder_edit.jpeg,image,602c168468300675783bef75294459,158,0.21237,602c168468300675783bef75294459_HFtWkmFh1YgNvwVepMC9VCSBB24dhM,070788d9601100987fa6afc8769bb447,1.228,53,http://clintsbucket.s3.amazonaws.com/DAM3D061_T_CYDedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D020_P_CYDedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D061_T_CYDedit.jpeg,2019-07-13 17:47:54.222124,2019-07-13 17:47:52.781754,158
521,BR_Random,BR_Random,https://banditsbucket.s3-us-west-2.amazonaws.com/CYA_3D_Cylinder_edit.jpeg,image,602c168468300675783bef75294459,71,0.20314,602c168468300675783bef75294459_HFtWkmFh1YgNvwVepMC9VCSBB24dhM,7076f02cb00588c8e3b00c0ee4477ff8,0.736,72,http://clintsbucket.s3.amazonaws.com/DAM3D026_P_CYAedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D026_T_CYAedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D026_T_CYAedit.jpeg,2019-07-13 17:47:55.658836,2019-07-13 17:47:54.719696,72
522,BR_Random,BR_Random,https://banditsbucket.s3-us-west-2.amazonaws.com/CYA_3D_Cylinder_edit.jpeg,image,602c168468300675783bef75294459,56,0.188548,602c168468300675783bef75294459_HFtWkmFh1YgNvwVepMC9VCSBB24dhM,605a81dd23e416d52b7b39a64fa3806e,0.806,18,http://clintsbucket.s3.amazonaws.com/DAM3D021_P_CYDedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D006_T_CYAedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D006_T_CYAedit.jpeg,2019-07-13 17:47:57.032338,2019-07-13 17:47:56.037790,18
523,BR_Random,BR_Random,https://banditsbucket.s3-us-west-2.amazonaws.com/CYA_3D_Cylinder_edit.jpeg,image,602c168468300675783bef75294459,5,0.204136,602c168468300675783bef75294459_HFtWkmFh1YgNvwVepMC9VCSBB24dhM,d8852d6c9c3e667165a85a33fd3ad999,0.868,124,http://clintsbucket.s3.amazonaws.com/DAM3D002_F_CYAedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D046_T_CYAedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D002_F_CYAedit.jpeg,2019-07-13 17:47:58.486691,2019-07-13 17:47:57.414555,5
524,BR_Random,BR_Random,https://banditsbucket.s3-us-west-2.amazonaws.com/CYA_3D_Cylinder_edit.jpeg,image,602c168468300675783bef75294459,89,0.26832,602c168468300675783bef75294459_HFtWkmFh1YgNvwVepMC9VCSBB24dhM,351e3fed736deb82e66905e66f1dd465,1.503,62,http://clintsbucket.s3.amazonaws.com/DAM3D032_P_CYAedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D023_P_CYAedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D023_P_CYAedit.jpeg,2019-07-13 17:48:00.619748,2019-07-13 17:47:58.848428,62
525,BR_Random,BR_Random,https://banditsbucket.s3-us-west-2.amazonaws.com/CYA_3D_Cylinder_edit.jpeg,image,602c168468300675783bef75294459,141,0.214304,602c168468300675783bef75294459_HFtWkmFh1YgNvwVepMC9VCSBB24dhM,b109e776b54e2b5cef680bacceeed861,0.706,112,http://clintsbucket.s3.amazonaws.com/DAM3D055_P_CYDedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D041_F_CYDedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D041_F_CYDedit.jpeg,2019-07-13 17:48:01.945420,2019-07-13 17:48:01.025116,112
526,BR_Random,BR_Random,https://banditsbucket.s3-us-west-2.amazonaws.com/CYA_3D_Cylinder_edit.jpeg,image,602c168468300675783bef75294459,54,0.219766,602c168468300675783bef75294459_HFtWkmFh1YgNvwVepMC9VCSBB24dhM,7d077bf7c8b0462d991bfe417775693f,0.775,133,http://clintsbucket.s3.amazonaws.com/DAM3D020_T_CYDedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D050_T_CYAedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D020_T_CYDedit.jpeg,2019-07-13 17:48:03.346026,2019-07-13 17:48:02.351260,54
