"CYA_3D_Cylinder_edit",-0.169079494423774,-0.876404548627509
"CYD_2D_Cylinder_edit",0.0223100564149008,-0.987543807045306
"DAM3D001_F_CYAedit",-0.685762728981928,-0.129883336558225
"DAM3D001_P_CYDedit",-0.278810005573435,-0.123040578358827
"DAM3D001_T_CYAedit",-0.415272465590005,-0.11292609697458
"DAM3D002_F_CYAedit",-0.492710098863457,-0.321300660461392
"DAM3D002_P_CYDedit",-0.45188717809159,-0.131675825701218
"DAM3D002_T_CYAedit",-0.697042231241023,0.73999981690256
"DAM3D003_F_CYAedit",-0.237544544260622,1.24473646259779
"DAM3D003_P_CYAedit",0.25050737534598,0.826691601163833
"DAM3D003_T_CYAedit",-0.114242674947811,1.2552541999428
"DAM3D004_F_CYAedit",-0.493095297925417,0.0311852029833845
"DAM3D004_T_CYDedit",-0.436675856525094,-0.0578300449415627
"DAM3D005_F_CYAedit",-0.197491764742276,-0.388518026085668
"DAM3D005_P_CUAedit",-0.297618595396677,-0.325089192043842
"DAM3D005_T_CYDedit",-0.220679523838193,-0.356028676648155
"DAM3D006_F_CYAedit",0.0068773683066735,0.914558539151858
"DAM3D006_P_CYDedit",0.676214357760574,0.331570253486675
"DAM3D006_T_CYAedit",0.602050138850007,0.364168348063222
"DAM3D007_F_CYAedit",0.0150888116496574,-0.250034760146149
"DAM3D007_P_CYDedit",-0.340580418668902,-0.117446099891472
"DAM3D007_T_CYDedit",-0.213441217374099,-0.158433278598739
"DAM3D008_F_CYAedit",-1.09477231155938,0.199212527012232
"DAM3D008_P_CYDedit",-1.10813120071609,0.427646712114997
"DAM3D008_T_CYAedit",-1.31052004406216,-0.200728970136171
"DAM3D009_F_CYAedit",-0.367636927803282,-0.215010942512713
"DAM3D009_P_CYDedit",-0.665162447113494,-0.177039510203194
"DAM3D009_T_CYDedit",-0.479329694829848,0.0158089070410116
"DAM3D010_F_CYAedit",-0.617489651099634,1.23855397501983
"DAM3D010_P_CYAedit",-0.103747160682669,1.24329621339658
"DAM3D011_F_CYAedit",-0.251934283717308,-0.168287226094708
"DAM3D011_P_CYDedit",0.0167448881275336,-0.414057076080033
"DAM3D011_T_CYDedit",-0.144985467032215,-0.325564012139302
"DAM3D012_F_CYDedit",-0.0552031761188284,-0.313089801982127
"DAM3D012_P_CYAedit",0.0864180728639673,-0.464410370299364
"DAM3D012_T_CYAedit",-0.0465263120696554,-0.393299930487658
"DAM3D013_F_CYDedit",-0.304602224325426,-0.485273004365217
"DAM3D013_P_CYAedit",-0.324791436086232,-0.581729269410697
"DAM3D013_T_CYDedit",-0.391041696355701,-0.294422820537007
"DAM3D014_F_CYAedit",-0.118331453214545,-0.789661719057386
"DAM3D014_P_CYAedit",0.589478409666973,-0.782326526105043
"DAM3D014_T_CYDedit",0.144039819863883,-0.983315958691902
"DAM3D015_P_CYAedit",-0.273121580725583,-0.255229004901813
"DAM3D017_F_CYAedit",0.00764342960135372,-0.826563888999675
"DAM3D017_P_CYAedit",0.376828022936218,-0.551018750064508
"DAM3D017_T_CYDedit",0.465303481464891,-0.55366574744543
"DAM3D018_F_CYDedit",-1.60698014516711,0.131400691054046
"DAM3D018_P_CYAedit",0.480504512631371,0.236929219957786
"DAM3D018_T_CYAedit",0.67472560017486,0.357363295508079
"DAM3D019_F_CYAedit",0.154362509524392,-0.928607472923358
"DAM3D019_P_CYDedit",-0.129361104949162,-0.421597177537813
"DAM3D019_T_CYAedit",0.167204244964065,-0.945996760941947
"DAM3D020_F_CYAedit",0.606387585928422,0.0241450020323621
"DAM3D020_P_CYDedit",-0.301984450770978,-0.452624580641116
"DAM3D020_T_CYDedit",-0.221213589436192,-0.191563861288426
"DAM3D021_F_CYDedit",0.484670285968773,0.509197888048065
"DAM3D021_P_CYDedit",-0.270462860022846,1.08457390460482
"DAM3D021_T_CYAedit",0.585607625680939,0.77625839277736
"DAM3D022_F_CYAedit",-1.37791994506322,0.508089722399782
"DAM3D022_P_CYDedit",-1.37382546010637,0.575411125800261
"DAM3D022_T_CYDedit",-1.41975508772698,0.653902430899937
"DAM3D023_F_CYAedit",-0.263293421902116,0.210738497125204
"DAM3D023_P_CYAedit",-0.186882816042949,-0.195280332405444
"DAM3D023_T_CYDedit",-0.605838463437152,-0.296516519374715
"DAM3D024_F_CYAedit",0.486193834030472,0.533196862012543
"DAM3D024_P_CYAedit",0.402066860943995,0.789548499506989
"DAM3D024_T_CYDedit",0.653163850223717,0.568561356131175
"DAM3D025_F_CYAedit",-0.417454102779985,-0.0326292522487692
"DAM3D025_P_CYAedit",-0.473194992831487,-0.564504364215218
"DAM3D025_T_CYDedit",-0.224303316077692,-0.32799811207942
"DAM3D026_F_CYDedit",0.488950567344681,0.530975096614257
"DAM3D026_P_CYAedit",0.555838992873124,0.553381233247678
"DAM3D026_T_CYAedit",0.300719558733663,0.669707815408979
"DAM3D027_F_CYDedit",-0.271996251871824,-0.352902173755552
"DAM3D027_P_CYAedit",-0.357111774277204,-0.234678658864835
"DAM3D027_T_CYDedit",-0.2221907442552,-0.282292310653882
"DAM3D028_F_CYDedit",-0.0843712763726741,0.697091426548959
"DAM3D028_P_CYDedit",0.12766031418808,0.623526769237841
"DAM3D028_T_CYAedit",0.253012769504098,0.606851779192531
"DAM3D029_F_CYDedit",-0.299881820221443,-0.337201071463338
"DAM3D029_P_CYAedit",-0.616546960553973,-0.390538107216019
"DAM3D029_T_CYDedit",-0.414788787928434,-0.49020577090484
"DAM3D030_F_CYAedit",-0.252201839940624,-0.372986600996534
